HIP ID,aim_parent_company_id,aim_brand_company_id,isin,HIP_industry,aim_category,parent_name,brand_name,display_name,hip_rating_currently_unavailable,hip_score (reference),earth_score (reference),legal_judgments,lobbying,board_diversity,decision_making,metrics,ceo_comp_to_employee_comp,employee_access_to_stock_options,employee_access_to_retirement_plan,employee_pay_salary,employee_pay_hourly,job_safety,hrc_score,supplier_sourcing__social_impact,women_employees,women_managers,employee_satisfaction,employee_retention,third_party_certifications__workforce_related,customer_satisfaction,community_development_investment,board_racial_diversity,management_racial_diversity,overall_racial_diversity,product__service__impact_on_people_AIM CATEGORY,HIP_industry,aim_category,display_name,energy_efficiency,ghg_emissions_scope1&2,ghg_emissions_scope3,waste_production,water_usage,carbon_reductions,renewable_power_usage,supplier_sourcing__environmental_impact,third_party_certifications__environment,product__service__impact_on_planet_AIM CATEGORY,hip_reporting
77,0,469,US67103H1077,Specialty Retailers,Auto Parts,O REILLY AUTOMOTIVE,OREILLY AUTO,O'Reilly Auto Parts,n,29%,3%,0%,0%,51%,43%,9%,0%,75%,55%,58%,58%,9%,10%,50%,0%,0%,13%,20%,25%,0%,0%,0%,0%,0%,45%,Specialty Retailers,Auto Parts,O'Reilly Auto Parts,3%,0%,0%,30%,0%,0%,0%,54%,4%,25%,0%
78,651,652,US20825C1045,Integrated Oil & Gas,Gas Stations,CONOCOPHILLIPS,CONOCO,Conoco,n,50%,40%,55%,38%,79%,97%,52%,77%,96%,90%,84%,0%,86%,100%,90%,63%,57%,70%,89%,25%,0%,63%,0%,21%,27%,25%,Integrated Oil & Gas,Gas Stations,Conoco,42%,42%,0%,60%,100%,62%,10%,100%,4%,2%,99%
79,556,557,US2546871060,Broadcast & Entertain,Toys,WALT DISNEY,DISNEY,Disney,n,61%,61%,100%,0%,73%,97%,49%,66%,84%,77%,84%,78%,14%,100%,0%,98%,88%,14%,20%,0%,0%,94%,0%,28%,47%,65%,Broadcast & Entertain,Toys,Disney,64%,0%,0%,20%,53%,77%,10%,0%,0%,35%,95%
80,61,62,US8123501061,Broadline Retailers,Department Store,SEARS HOLDINGS,SEARS,Sears,n,37%,6%,0%,0%,43%,45%,9%,87%,0%,46%,38%,49%,7%,100%,90%,97%,0%,4%,20%,0%,87%,20%,0%,0%,0%,70%,Broadline Retailers,Department Store,Sears,3%,0%,0%,30%,0%,8%,0%,100%,4%,40%,42%
81,86,87,US90384S3031,Specialty Retailers,Cosmetics,ULTA SALON CO&FRA.,ULTA BEAUTY,Ulta Beauty,n,32%,6%,0%,0%,99%,34%,9%,0%,79%,45%,37%,78%,7%,0%,0%,34%,78%,50%,20%,0%,0%,20%,0%,0%,0%,75%,Specialty Retailers,Cosmetics,Ulta Beauty,0%,0%,0%,0%,0%,2%,0%,0%,0%,30%,26%
82,653,654,GB00BHJYC057,Hotels,Hotel - Midscale,ICTL.HTLS.GP.,HOLIDAY INN,Holiday Inn,n,61%,37%,72%,100%,88%,94%,41%,100%,89%,0%,88%,71%,9%,0%,70%,92%,60%,100%,20%,0%,0%,42%,0%,0%,0%,75%,Hotels,Hotel - Midscale,Holiday Inn,40%,35%,0%,30%,38%,51%,10%,100%,4%,45%,90%
83,213,214,ES0148396007,Apparel Retailers,Apparel,INDITEX,ZARA,Zara,n,48%,65%,0%,0%,70%,45%,31%,84%,0%,0%,44%,78%,46%,0%,50%,58%,50%,14%,25%,25%,0%,71%,0%,0%,0%,60%,Apparel Retailers,Apparel,Zara,51%,77%,0%,100%,39%,70%,100%,100%,60%,25%,92%
84,34,35,US1699051066,Hotels,Hotel - Budget,CHOICE HOTELS INTL.,QUALITY INN,Quality Inn,n,32%,5%,56%,0%,58%,44%,9%,0%,93%,78%,32%,54%,4%,100%,90%,0%,0%,13%,20%,0%,84%,40%,0%,0%,0%,75%,Hotels,Hotel - Budget,Quality Inn,7%,0%,0%,20%,5%,0%,0%,100%,4%,45%,3%
85,219,220,US30212P3038,Travel & Tourism,Travel Service,EXPEDIA,EXPEDIA,Expedia,n,52%,52%,100%,0%,59%,35%,9%,55%,93%,77%,80%,67%,5%,100%,70%,98%,0%,13%,20%,0%,90%,20%,0%,0%,0%,80%,Travel & Tourism,Travel Service,Expedia,0%,79%,0%,0%,0%,0%,0%,0%,4%,70%,26%
86,367,368,DK0060252690,Clothing & Accessory,"Jewelry, Watches, Clocks",PANDORA,PANDORA,PANDORA,n,52%,60%,0%,0%,76%,79%,34%,90%,5%,65%,47%,67%,42%,0%,90%,74%,40%,64%,29%,100%,0%,20%,0%,24%,0%,70%,Clothing & Accessory,"Jewelry, Watches, Clocks",PANDORA,71%,67%,0%,93%,67%,59%,40%,100%,20%,35%,70%
87,0,472,US8969452015,Travel & Tourism,Travel Service,TRIPADVISOR 'A',TRIPADVISOR,TripAdvisor,n,37%,0%,100%,0%,40%,35%,9%,76%,97%,79%,44%,0%,4%,90%,0%,0%,0%,13%,13%,0%,0%,20%,0%,0%,0%,80%,Travel & Tourism,Travel Service,TripAdvisor,0%,0%,0%,0%,0%,0%,0%,0%,0%,70%,0%
88,675,676,US9884981013,Restaurants & Bars,Food - Fast Food,YUM! BRANDS,TACO BELL,Taco Bell,n,54%,59%,0%,0%,51%,100%,34%,68%,83%,52%,41%,49%,18%,80%,0%,0%,98%,34%,20%,0%,85%,40%,0%,27%,64%,35%,Restaurants & Bars,Food - Fast Food,Taco Bell,59%,0%,0%,44%,49%,67%,95%,0%,0%,35%,76%
89,309,310,US9884981013,Restaurants & Bars,Food - Fast Food,YUM! BRANDS,KFC,KFC,n,54%,59%,0%,0%,51%,100%,34%,68%,83%,52%,25%,49%,18%,80%,0%,0%,98%,34%,20%,0%,85%,40%,0%,27%,64%,35%,Restaurants & Bars,Food - Fast Food,KFC,59%,0%,0%,44%,49%,67%,95%,0%,0%,35%,76%
90,309,311,US9884981013,Restaurants & Bars,Food - Casual Dining,YUM! BRANDS,PIZZA HUT,Pizza Hut,n,54%,59%,0%,0%,51%,100%,34%,68%,83%,52%,47%,20%,18%,80%,0%,0%,98%,34%,20%,0%,85%,40%,0%,27%,64%,60%,Restaurants & Bars,Food - Casual Dining,Pizza Hut,59%,0%,0%,44%,49%,67%,95%,0%,0%,35%,76%
91,309,312,US9884981013,Restaurants & Bars,Food - Casual Dining,YUM! BRANDS,WING STREET,WingStreet,n,54%,59%,0%,0%,51%,100%,34%,68%,83%,52%,41%,49%,18%,80%,0%,0%,98%,34%,20%,0%,85%,40%,0%,27%,64%,60%,Restaurants & Bars,Food - Casual Dining,WingStreet,59%,0%,0%,44%,49%,67%,95%,0%,0%,35%,76%
92,309,313,US2655041000,Restaurants & Bars,Food - Coffee & Snacks,DUNKIN BRANDS GROUP,DUNKIN,Dunkin Donuts,n,59%,69%,0%,0%,67%,92%,9%,92%,83%,80%,59%,67%,5%,90%,90%,97%,94%,43%,20%,0%,90%,40%,0%,11%,15%,45%,Restaurants & Bars,Food - Coffee & Snacks,Dunkin Donuts,79%,0%,0%,20%,62%,77%,0%,69%,4%,35%,58%
93,314,315,US2655041000,Restaurants & Bars,Food - Coffee & Snacks,DUNKIN BRANDS GROUP,BASKIN-ROBBINS,Baskin-Robbins,n,59%,69%,0%,0%,67%,92%,9%,92%,83%,80%,59%,74%,5%,90%,90%,97%,94%,43%,20%,0%,90%,40%,0%,11%,15%,45%,Restaurants & Bars,Food - Coffee & Snacks,Baskin-Robbins,79%,0%,0%,20%,62%,77%,0%,69%,4%,35%,58%
94,314,316,US2655041000,Restaurants & Bars,Food - Coffee & Snacks,DUNKIN BRANDS GROUP,MISTER DONUT,Mister Donut,n,59%,69%,0%,0%,67%,92%,9%,92%,83%,80%,59%,67%,5%,90%,90%,97%,94%,43%,20%,0%,90%,40%,0%,11%,15%,45%,Restaurants & Bars,Food - Coffee & Snacks,Mister Donut,79%,0%,0%,20%,62%,77%,0%,69%,4%,35%,58%
95,314,317,US2567461080,Specialty Retailers,Dollar Store,DOLLAR TREE,DOLLAR TREE,Dollar Tree,n,40%,36%,73%,0%,43%,34%,21%,0%,76%,55%,51%,54%,7%,20%,90%,71%,0%,14%,20%,0%,85%,20%,0%,0%,60%,80%,Specialty Retailers,Dollar Store,Dollar Tree,3%,57%,0%,20%,3%,2%,0%,69%,4%,40%,40%
96,353,354,US2567461080,Specialty Retailers,Dollar Store,DOLLAR TREE,DOLLAR TREE,Dollar Tree,n,40%,36%,73%,0%,43%,34%,21%,0%,76%,55%,34%,49%,7%,20%,90%,71%,0%,14%,20%,0%,85%,20%,0%,0%,60%,80%,Specialty Retailers,Dollar Store,Dollar Tree,3%,57%,0%,20%,3%,2%,0%,69%,4%,40%,40%
97,0,0,US2567461080,Specialty Retailers,Dollar Store,DOLLAR TREE,DEALS,Deals,n,40%,36%,73%,0%,43%,34%,21%,0%,76%,55%,51%,54%,7%,20%,90%,71%,0%,14%,20%,0%,85%,20%,0%,0%,60%,80%,Specialty Retailers,Dollar Store,Deals,3%,57%,0%,20%,3%,2%,0%,69%,4%,40%,40%
98,0,0,US2567461080,Specialty Retailers,Dollar Store,DOLLAR TREE,FAMILY DOLLAR,Family Dollar,n,40%,36%,73%,0%,43%,34%,21%,0%,76%,55%,61%,49%,7%,20%,90%,71%,0%,14%,20%,0%,85%,20%,0%,0%,60%,80%,Specialty Retailers,Dollar Store,Family Dollar,3%,57%,0%,20%,3%,2%,0%,69%,4%,40%,40%
99,353,357,US1096411004,Restaurants & Bars,Food - Casual Dining,BRINKER INTL.,CHILI'S,Chili's,n,42%,35%,0%,0%,49%,34%,21%,100%,75%,0%,46%,33%,6%,80%,90%,95%,84%,17%,20%,0%,85%,20%,0%,0%,0%,60%,Restaurants & Bars,Food - Casual Dining,Chili's,3%,51%,0%,0%,3%,0%,0%,77%,4%,35%,53%
100,318,319,US1096411004,Restaurants & Bars,Food - Casual Dining,BRINKER INTL.,MAGGIONAO'S LITTLE ITALY,Maggionao's Little Italy,n,42%,35%,0%,0%,49%,34%,21%,100%,75%,0%,66%,81%,6%,80%,90%,95%,84%,17%,20%,0%,85%,20%,0%,0%,0%,60%,Restaurants & Bars,Food - Casual Dining,Maggionao's Little Italy,3%,51%,0%,0%,3%,0%,0%,77%,4%,35%,53%
101,318,320,US3647601083,Apparel Retailers,Apparel,GAP,OLD NAVY,Old Navy,n,54%,42%,0%,81%,67%,45%,29%,97%,79%,63%,45%,58%,68%,100%,90%,58%,87%,61%,20%,0%,89%,56%,0%,0%,51%,60%,Apparel Retailers,Apparel,Old Navy,50%,64%,0%,20%,8%,65%,10%,100%,4%,25%,48%
102,37,38,US3647601083,Apparel Retailers,Apparel,GAP,THE GAP,Gap Inc.,n,54%,42%,0%,81%,67%,45%,29%,97%,79%,63%,88%,74%,68%,100%,90%,58%,87%,61%,20%,0%,89%,56%,0%,0%,51%,60%,Apparel Retailers,Apparel,Gap Inc.,50%,64%,0%,20%,8%,65%,10%,100%,4%,25%,48%
103,37,39,US3647601083,Apparel Retailers,Apparel,GAP,BANANA REPUBLIC,Banana Republic,n,54%,42%,0%,81%,67%,45%,29%,97%,79%,63%,47%,67%,68%,100%,90%,58%,87%,61%,20%,0%,89%,56%,0%,0%,51%,60%,Apparel Retailers,Apparel,Banana Republic,50%,64%,0%,20%,8%,65%,10%,100%,4%,25%,48%
104,37,40,US3647601083,Apparel Retailers,Apparel - Athletic,GAP,ATHLETA,Athleta,n,54%,42%,0%,81%,67%,45%,29%,97%,79%,63%,51%,67%,68%,100%,90%,58%,87%,61%,20%,0%,89%,56%,0%,0%,51%,60%,Apparel Retailers,Apparel - Athletic,Athleta,50%,64%,0%,20%,8%,65%,10%,100%,4%,30%,48%
105,37,41,US8123501061,Broadline Retailers,Superstore,SEARS HOLDINGS,KMART,Kmart,n,37%,6%,0%,0%,43%,45%,9%,87%,0%,46%,35%,49%,7%,100%,90%,97%,0%,4%,20%,0%,87%,20%,0%,0%,0%,75%,Broadline Retailers,Superstore,Kmart,3%,0%,0%,30%,0%,8%,0%,100%,4%,50%,42%
107,86,88,US2371941053,Restaurants & Bars,Food - Casual Dining,DARDEN RESTAURANTS,OLIVE GARDEN,Olive Garden,n,36%,5%,0%,0%,65%,34%,9%,96%,76%,49%,46%,27%,5%,100%,70%,87%,0%,14%,56%,0%,91%,20%,0%,33%,53%,60%,Restaurants & Bars,Food - Casual Dining,Olive Garden,3%,0%,0%,20%,3%,2%,0%,69%,4%,35%,16%
108,322,323,US8123501061,Broadline Retailers,Home Improvement - Speciality,SEARS HOLDINGS,KCD IP,Kcd Ip,n,37%,6%,0%,0%,43%,45%,9%,87%,0%,46%,35%,49%,7%,100%,90%,97%,0%,4%,20%,0%,87%,20%,0%,0%,0%,65%,Broadline Retailers,Home Improvement - Speciality,Kcd Ip,3%,0%,0%,30%,0%,8%,0%,100%,4%,35%,42%
109,86,0,US8123501061,Broadline Retailers,Department Store,SEARS HOLDINGS,SHOP YOUR WAY,Shop Your Way,n,37%,6%,0%,0%,43%,45%,9%,87%,0%,46%,35%,49%,7%,100%,90%,97%,0%,4%,20%,0%,87%,20%,0%,0%,0%,70%,Broadline Retailers,Department Store,Shop Your Way,3%,0%,0%,30%,0%,8%,0%,100%,4%,40%,42%
110,86,0,US8123501061,Broadline Retailers,Online Service,SEARS HOLDINGS,METASCALE,Metascale,n,37%,6%,0%,0%,43%,45%,9%,87%,0%,46%,35%,49%,7%,100%,90%,97%,0%,4%,20%,0%,87%,20%,0%,0%,0%,80%,Broadline Retailers,Online Service,Metascale,3%,0%,0%,30%,0%,8%,0%,100%,4%,70%,42%
111,86,0,US8123501061,Broadline Retailers,Sporting Goods - Speciality,SEARS HOLDINGS,FIT STUDIO,Fit Studio,n,37%,6%,0%,0%,43%,45%,9%,87%,0%,46%,35%,49%,7%,100%,90%,97%,0%,4%,20%,0%,87%,20%,0%,0%,0%,75%,Broadline Retailers,Sporting Goods - Speciality,Fit Studio,3%,0%,0%,30%,0%,8%,0%,100%,4%,40%,42%
112,86,0,US8123501061,Broadline Retailers,Residential Care & Repairs,SEARS HOLDINGS,A&E FACTORY REPAIR,A&E Factory Repair,n,37%,6%,0%,0%,43%,45%,9%,87%,0%,46%,52%,0%,7%,100%,90%,97%,0%,4%,20%,0%,87%,20%,0%,0%,0%,75%,Broadline Retailers,Residential Care & Repairs,A&E Factory Repair,3%,0%,0%,30%,0%,8%,0%,100%,4%,40%,42%
113,0,0,US0537741052,Travel & Tourism,Car Sharing,AVIS BUDGET GROUP,ZIPCAR,Zipcar,n,48%,28%,0%,0%,44%,89%,21%,0%,80%,63%,0%,0%,54%,95%,70%,0%,74%,30%,20%,0%,0%,40%,0%,0%,0%,70%,Travel & Tourism,Car Sharing,Zipcar,10%,39%,0%,30%,8%,41%,0%,69%,20%,45%,32%
114,370,371,US0537741052,Travel & Tourism,Car Rental,AVIS BUDGET GROUP,AVIS CAR RENTAL,Avis Rent a Car,n,48%,28%,0%,0%,44%,89%,21%,0%,80%,63%,0%,0%,54%,95%,70%,0%,74%,30%,20%,0%,0%,40%,0%,0%,0%,70%,Travel & Tourism,Car Rental,Avis Rent a Car,10%,39%,0%,30%,8%,41%,0%,69%,20%,40%,32%
115,370,372,US0537741052,Travel & Tourism,Car Rental,AVIS BUDGET GROUP,BUDGET CAR RENTAL,Budget Rent a Car,n,48%,28%,0%,0%,44%,89%,21%,0%,80%,63%,0%,0%,54%,95%,70%,0%,74%,30%,20%,0%,0%,40%,0%,0%,0%,70%,Travel & Tourism,Car Rental,Budget Rent a Car,10%,39%,0%,30%,8%,41%,0%,69%,20%,40%,32%
116,370,373,US0537741052,Travel & Tourism,Truck/Utility Trailer Rentals,AVIS BUDGET GROUP,BUDGET TRUCK RENTAL,Budget Truck Rental,n,48%,28%,0%,0%,44%,89%,21%,0%,80%,63%,0%,0%,54%,95%,70%,0%,74%,30%,20%,0%,0%,40%,0%,0%,0%,75%,Travel & Tourism,Truck/Utility Trailer Rentals,Budget Truck Rental,10%,39%,0%,30%,8%,41%,0%,69%,20%,45%,32%
117,0,0,US0537741052,Travel & Tourism,Car Rental,AVIS BUDGET GROUP,PAYLESS CAR RENTAL,Payless Car Rental,n,48%,28%,0%,0%,44%,89%,21%,0%,80%,63%,0%,0%,54%,95%,70%,0%,74%,30%,20%,0%,0%,40%,0%,0%,0%,70%,Travel & Tourism,Car Rental,Payless Car Rental,10%,39%,0%,30%,8%,41%,0%,69%,20%,40%,32%
118,370,375,US6762201068,Specialty Retailers,Office Supplies,OFFICE DEPOT,OFFICE DEPOT,Office Depot,x,0%,0%,0%,0%,0%,0%,0%,0%,0%,61%,54%,58%,0%,0%,0%,0%,0%,0%,0%,0%,89%,0%,0%,0%,0%,60%,Specialty Retailers,Office Supplies,Office Depot,0%,0%,0%,0%,0%,0%,0%,0%,0%,35%,0%
119,358,359,US6762201068,Specialty Retailers,Office Supplies,OFFICE DEPOT,OFFICE MAX,OfficeMax,n,24%,8%,0%,0%,38%,48%,23%,0%,0%,61%,100%,58%,22%,0%,0%,0%,0%,28%,20%,0%,89%,71%,0%,0%,0%,60%,Specialty Retailers,Office Supplies,OfficeMax,0%,0%,0%,0%,0%,0%,0%,0%,0%,35%,54%
120,358,360,US6762201068,Specialty Retailers,Office Supplies,OFFICE DEPOT,GRAND & TOY,Grand & Toy,x,0%,0%,0%,0%,0%,0%,0%,0%,0%,61%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,89%,0%,0%,0%,0%,60%,Specialty Retailers,Office Supplies,Grand & Toy,0%,0%,0%,0%,0%,0%,0%,0%,0%,35%,0%
121,358,361,US6762201068,Specialty Retailers,Office Supplies,OFFICE DEPOT,VIKING DIRECT,Viking Direct,x,0%,0%,0%,0%,0%,0%,0%,0%,0%,61%,54%,58%,0%,0%,0%,0%,0%,0%,0%,0%,89%,0%,0%,0%,0%,60%,Specialty Retailers,Office Supplies,Viking Direct,0%,0%,0%,0%,0%,0%,0%,0%,0%,35%,0%
122,358,362,US9111631035,"Food Retail,Wholesale",Grocery - Local,UNITED NATURAL FOODS,CUB FOODS,Cub Foods,n,44%,51%,100%,0%,81%,82%,9%,0%,80%,0%,0%,67%,13%,10%,0%,55%,0%,16%,20%,0%,0%,40%,0%,0%,54%,75%,"Food Retail,Wholesale",Grocery - Local,Cub Foods,64%,0%,0%,69%,10%,61%,57%,0%,0%,55%,63%
123,189,190,US9111631035,"Food Retail,Wholesale",Grocery,UNITED NATURAL FOODS,FARM FRESH,Farm Fresh Food,n,44%,51%,100%,0%,81%,82%,9%,0%,80%,0%,0%,67%,13%,10%,0%,55%,0%,16%,20%,0%,0%,40%,0%,0%,54%,70%,"Food Retail,Wholesale",Grocery,Farm Fresh Food,64%,0%,0%,69%,10%,61%,57%,0%,0%,50%,63%
124,189,191,US9111631035,"Food Retail,Wholesale",Grocery - Local,UNITED NATURAL FOODS,HORNBACHER'S,Hornbacher's,n,44%,51%,100%,0%,81%,82%,9%,0%,80%,0%,0%,67%,13%,10%,0%,55%,0%,16%,20%,0%,0%,40%,0%,0%,54%,75%,"Food Retail,Wholesale",Grocery - Local,Hornbacher's,64%,0%,0%,69%,10%,61%,57%,0%,0%,55%,63%
125,189,192,US9111631035,"Food Retail,Wholesale",Grocery - Local,UNITED NATURAL FOODS,SHOP 'N SAVE,Shop 'n Save,n,44%,51%,100%,0%,81%,82%,9%,0%,80%,0%,0%,0%,13%,10%,0%,55%,0%,16%,20%,0%,0%,40%,0%,0%,54%,75%,"Food Retail,Wholesale",Grocery - Local,Shop 'n Save,64%,0%,0%,69%,10%,61%,57%,0%,0%,55%,63%
126,189,193,US9111631035,"Food Retail,Wholesale",Grocery,UNITED NATURAL FOODS,SHOPPERS,Shoppers Food,n,44%,51%,100%,0%,81%,82%,9%,0%,80%,0%,0%,67%,13%,10%,0%,55%,0%,16%,20%,0%,0%,40%,0%,0%,54%,70%,"Food Retail,Wholesale",Grocery,Shoppers Food,64%,0%,0%,69%,10%,61%,57%,0%,0%,50%,63%
127,189,194,FR0000121014,Clothing & Accessory,Cosmetics,LVMH,SEPHORA,Sephora,n,66%,72%,0%,0%,92%,74%,58%,99%,79%,68%,68%,78%,25%,0%,100%,66%,78%,16%,41%,25%,0%,20%,0%,0%,0%,75%,Clothing & Accessory,Cosmetics,Sephora,80%,78%,0%,95%,53%,87%,48%,100%,48%,30%,90%
128,94,95,FR0000121014,Clothing & Accessory,Apparel - High End,LVMH,Berluti,Berluti,n,66%,72%,0%,0%,92%,74%,58%,99%,79%,68%,72%,0%,25%,0%,100%,66%,78%,16%,41%,25%,0%,20%,0%,0%,0%,60%,Clothing & Accessory,Apparel - High End,Berluti,80%,78%,0%,95%,53%,87%,48%,100%,48%,30%,90%
129,0,0,FR0000121014,Clothing & Accessory,Apparel - High End,LVMH,Céline,Céline,n,66%,72%,0%,0%,92%,74%,58%,99%,79%,68%,72%,0%,25%,0%,100%,66%,78%,16%,41%,25%,0%,20%,0%,0%,0%,60%,Clothing & Accessory,Apparel - High End,Céline,80%,78%,0%,95%,53%,87%,48%,100%,48%,30%,90%
130,0,0,FR0000121014,Clothing & Accessory,Apparel - High End,LVMH,Dior,Dior,n,66%,72%,0%,0%,92%,74%,58%,99%,79%,68%,72%,0%,25%,0%,100%,66%,78%,16%,41%,25%,0%,20%,0%,0%,0%,60%,Clothing & Accessory,Apparel - High End,Dior,80%,78%,0%,95%,53%,87%,48%,100%,48%,30%,90%
131,94,98,FR0000121014,Clothing & Accessory,Apparel - High End,LVMH,EDUN,Edun,n,66%,72%,0%,0%,92%,74%,58%,99%,79%,68%,68%,78%,25%,0%,100%,66%,78%,16%,41%,25%,0%,20%,0%,0%,0%,60%,Clothing & Accessory,Apparel - High End,Edun,80%,78%,0%,95%,53%,87%,48%,100%,48%,30%,90%
132,0,0,FR0000121014,Clothing & Accessory,Apparel - High End,LVMH,Emilio Pucci,Emilio Pucci,n,66%,72%,0%,0%,92%,74%,58%,99%,79%,68%,72%,0%,25%,0%,100%,66%,78%,16%,41%,25%,0%,20%,0%,0%,0%,60%,Clothing & Accessory,Apparel - High End,Emilio Pucci,80%,78%,0%,95%,53%,87%,48%,100%,48%,30%,90%
133,94,100,FR0000121014,Clothing & Accessory,Apparel - High End,LVMH,Fendi,Fendi,n,66%,72%,0%,0%,92%,74%,58%,99%,79%,68%,72%,0%,25%,0%,100%,66%,78%,16%,41%,25%,0%,20%,0%,0%,0%,60%,Clothing & Accessory,Apparel - High End,Fendi,80%,78%,0%,95%,53%,87%,48%,100%,48%,30%,90%
134,94,101,FR0000121014,Clothing & Accessory,Apparel - High End,LVMH,Givenchy,Givenchy,n,66%,72%,0%,0%,92%,74%,58%,99%,79%,68%,72%,0%,25%,0%,100%,66%,78%,16%,41%,25%,0%,20%,0%,0%,0%,60%,Clothing & Accessory,Apparel - High End,Givenchy,80%,78%,0%,95%,53%,87%,48%,100%,48%,30%,90%
135,94,102,FR0000121014,Clothing & Accessory,Apparel - High End,LVMH,Kenzo,Kenzo,n,66%,72%,0%,0%,92%,74%,58%,99%,79%,68%,72%,0%,25%,0%,100%,66%,78%,16%,41%,25%,0%,20%,0%,0%,0%,60%,Clothing & Accessory,Apparel - High End,Kenzo,80%,78%,0%,95%,53%,87%,48%,100%,48%,30%,90%
136,94,103,FR0000121014,Clothing & Accessory,Apparel - High End,LVMH,Loewe,Loewe,n,66%,72%,0%,0%,92%,74%,58%,99%,79%,68%,72%,0%,25%,0%,100%,66%,78%,16%,41%,25%,0%,20%,0%,0%,0%,60%,Clothing & Accessory,Apparel - High End,Loewe,80%,78%,0%,95%,53%,87%,48%,100%,48%,30%,90%
137,0,0,FR0000121014,Clothing & Accessory,Apparel - High End,LVMH,Loro Piana,Loro Piana,n,66%,72%,0%,0%,92%,74%,58%,99%,79%,68%,72%,0%,25%,0%,100%,66%,78%,16%,41%,25%,0%,20%,0%,0%,0%,60%,Clothing & Accessory,Apparel - High End,Loro Piana,80%,78%,0%,95%,53%,87%,48%,100%,48%,30%,90%
138,94,105,FR0000121014,Clothing & Accessory,Apparel - High End,LVMH,Louis Vuitton,Louis Vuitton,n,66%,72%,0%,0%,92%,74%,58%,99%,79%,68%,81%,100%,25%,0%,100%,66%,78%,16%,41%,25%,0%,20%,0%,0%,0%,60%,Clothing & Accessory,Apparel - High End,Louis Vuitton,80%,78%,0%,95%,53%,87%,48%,100%,48%,30%,90%
139,94,106,FR0000121014,Clothing & Accessory,Apparel - High End,LVMH,Marc Jacobs,Marc Jacobs,n,66%,72%,0%,0%,92%,74%,58%,99%,79%,68%,72%,0%,25%,0%,100%,66%,78%,16%,41%,25%,0%,20%,0%,0%,0%,60%,Clothing & Accessory,Apparel - High End,Marc Jacobs,80%,78%,0%,95%,53%,87%,48%,100%,48%,30%,90%
140,94,107,FR0000121014,Clothing & Accessory,Apparel - High End,LVMH,Moynat,Moynat,n,66%,72%,0%,0%,92%,74%,58%,99%,79%,68%,68%,78%,25%,0%,100%,66%,78%,16%,41%,25%,0%,20%,0%,0%,0%,60%,Clothing & Accessory,Apparel - High End,Moynat,80%,78%,0%,95%,53%,87%,48%,100%,48%,30%,90%
141,94,108,FR0000121014,Clothing & Accessory,Apparel - High End,LVMH,Nicholas Kirkwood,Nicholas Kirkwood,n,66%,72%,0%,0%,92%,74%,58%,99%,79%,68%,68%,78%,25%,0%,100%,66%,78%,16%,41%,25%,0%,20%,0%,0%,0%,60%,Clothing & Accessory,Apparel - High End,Nicholas Kirkwood,80%,78%,0%,95%,53%,87%,48%,100%,48%,30%,90%
142,0,0,FR0000121014,Clothing & Accessory,Luggage/Backpacks/Accessories,LVMH,Rimowa,Rimowa,n,66%,72%,0%,0%,92%,74%,58%,99%,79%,68%,72%,0%,25%,0%,100%,66%,78%,16%,41%,25%,0%,20%,0%,0%,0%,65%,Clothing & Accessory,Luggage/Backpacks/Accessories,Rimowa,80%,78%,0%,95%,53%,87%,48%,100%,48%,50%,90%
143,0,0,FR0000121014,Clothing & Accessory,Apparel - High End,LVMH,Thomas Pink,Thomas Pink,n,66%,72%,0%,0%,92%,74%,58%,99%,79%,68%,68%,78%,25%,0%,100%,66%,78%,16%,41%,25%,0%,20%,0%,0%,0%,60%,Clothing & Accessory,Apparel - High End,Thomas Pink,80%,78%,0%,95%,53%,87%,48%,100%,48%,30%,90%
144,94,111,FR0000121014,Clothing & Accessory,"Jewelry, Watches, Clocks",LVMH,Bulgari,Bulgari,n,66%,72%,0%,0%,92%,74%,58%,99%,79%,68%,68%,78%,25%,0%,100%,66%,78%,16%,41%,25%,0%,20%,0%,0%,0%,70%,Clothing & Accessory,"Jewelry, Watches, Clocks",Bulgari,80%,78%,0%,95%,53%,87%,48%,100%,48%,35%,90%
145,94,112,FR0000121014,Clothing & Accessory,"Jewelry, Watches, Clocks",LVMH,Chaumet,Chaumet,n,66%,72%,0%,0%,92%,74%,58%,99%,79%,68%,68%,78%,25%,0%,100%,66%,78%,16%,41%,25%,0%,20%,0%,0%,0%,70%,Clothing & Accessory,"Jewelry, Watches, Clocks",Chaumet,80%,78%,0%,95%,53%,87%,48%,100%,48%,35%,90%
146,94,113,FR0000121014,Clothing & Accessory,"Jewelry, Watches, Clocks",LVMH,De Beers,De Beers,n,66%,72%,0%,0%,92%,74%,58%,99%,79%,68%,68%,78%,25%,0%,100%,66%,78%,16%,41%,25%,0%,20%,0%,0%,0%,70%,Clothing & Accessory,"Jewelry, Watches, Clocks",De Beers,80%,78%,0%,95%,53%,87%,48%,100%,48%,35%,90%
